season,player_id,firstName,lastName,timeOnIce,assists,goals,shots,penaltyMinutes
20132014,8467331,Brad,Stuart,78448,8,3,68,35
20132014,8467332,Bryan,Allen,85917,10,1,69,103
20132014,8467334,Manny,Malhotra,48004,6,7,53,18
20132014,8467336,Mike,Rupp,4843,1,0,6,23
20132014,8467338,Alex,Tanguay,16586,7,4,24,4
20132014,8467344,Robyn,Regehr,98111,13,3,76,53
20132014,8467351,Scott,Gomez,36244,10,2,56,24
20132014,8467365,John,Erskine,34626,3,1,38,56
20132014,8467370,Mike,Fisher,88911,29,20,177,60
20132014,8467371,Mike,Ribeiro,86371,31,16,110,52
20132014,8467389,Brad,Richards,117444,38,25,333,22
20132014,8467396,Erik,Cole,69998,13,16,141,22
20132014,8467400,Francois,Beauchemin,115708,17,4,115,41
20132014,8467407,Brian,Gionta,104912,28,19,224,24
20132014,8467423,Shawn,Horcoff,64526,18,8,79,57
20132014,8467428,Krys,Barch,19725,4,0,19,99
20132014,8467452,Rob,Scuderi,74013,4,0,33,8
20132014,8467463,Mikael,Samuelsson,16150,2,1,36,6
20132014,8467493,Chris,Neil,53821,6,8,99,211
20132014,8467496,Andrei,Markov,149179,45,8,162,44
20132014,8467514,Pavel,Datsyuk,61087,22,20,137,6
20132014,8467545,Michael,Ryder,77649,16,18,166,18
20132014,8467831,Jeff,Halpern,42585,7,5,45,24
20132014,8467875,Daniel,Sedin,90252,31,16,224,38
20132014,8467876,Henrik,Sedin,86824,39,11,97,42
20132014,8467881,Taylor,Pyatt,38897,1,4,52,20
20132014,8467890,Barret,Jackman,92145,14,4,90,103
20132014,8467899,Martin,Havlat,43114,10,12,73,10
20132014,8467910,Nolan,Yonkman,1787,1,0,3,0
20132014,8467917,Jordan,Leopold,31272,6,1,43,8
20132014,8467925,Adam,Hall,51434,6,4,67,30
20132014,8467931,Matt,Carkner,38128,3,0,50,149
20132014,8467967,Chris,Kelly,50253,9,9,69,32
20132014,8467977,Brian,McGrattan,30630,4,4,79,100
20132014,8467988,Ryan,Malone,40287,10,5,95,67
20132014,8468001,Derek,MacKenzie,52965,9,10,76,49
20132014,8468064,Martin,Erat,61625,26,3,53,28
20132014,8468083,Henrik,Zetterberg,57836,33,17,156,20
20132014,8468085,Radim,Vrbata,86193,31,20,263,22
20132014,8468095,George,Parros,6006,1,0,4,85
20132014,8468101,Radek,Martinek,12071,3,0,12,4
20132014,8468114,Douglas,Murray,47819,2,0,26,42
20132014,8468162,Jerred,Smithson,9457,0,0,2,9
20132014,8468208,Joel,Ward,79070,25,24,133,32
20132014,8468309,Mark,Streit,109959,36,11,125,44
20132014,8468478,Mike,Weaver,95719,15,2,57,45
20132014,8468482,Dany,Heatley,75191,21,13,119,22
20132014,8468483,Marian,Gaborik,69555,27,25,181,16
20132014,8468484,Rostislav,Klesla,23264,3,1,22,24
20132014,8468485,Raffi,Torres,6959,3,5,15,25
20132014,8468486,Scott,Hartnell,86085,35,20,226,109
20132014,8468493,Ron,Hainsey,105480,11,4,72,45
20132014,8468498,Brooks,Orpik,97549,12,3,58,46
20132014,8468501,Anton,Volchenkov,56392,8,0,42,20
20132014,8468504,Brad,Boyes,79766,15,21,176,28
20132014,8468505,Steve,Ott,96557,16,9,135,106
20132014,8468508,Justin,Williams,109647,40,28,306,83
20132014,8468509,Niklas,Kronwall,123033,42,9,119,44
20132014,8468513,Nick,Schultz,68699,5,0,35,28
20132014,8468518,Tomas,Kopecky,46704,8,4,95,18
20132014,8468526,Jarret,Stoll,100847,22,11,141,66
20132014,8468535,Antoine,Vermette,94521,21,24,160,44
20132014,8468542,Paul,Martin,78815,20,3,77,16
20132014,8468575,Dominic,Moore,71510,17,9,124,42
20132014,8468598,Lubomir,Visnovsky,29564,8,3,34,10
20132014,8468611,Matt,Hendricks,58850,2,5,102,112
20132014,8468635,Travis,Moen,47478,10,2,63,49
20132014,8468639,John-Michael,Liles,48350,7,2,56,8
20132014,8468674,Deryk,Engelland,43829,6,6,59,58
20132014,8468700,Paul,Gaustad,62130,11,10,74,61
20132014,8468745,Jean-Philippe,Cote,11401,4,0,12,22
20132014,8468778,Colton,Orr,17428,0,0,12,110
20132014,8469455,Jason,Spezza,81947,43,23,223,46
20132014,8469457,Stephen,Weiss,23025,2,2,28,12
20132014,8469459,Mikko,Koivu,97651,49,12,177,34
20132014,8469460,Mike,Komisarek,22462,4,0,20,14
20132014,8469462,Tuomo,Ruutu,66420,16,8,105,44
20132014,8469465,Dan,Hamhuis,113556,17,5,150,26
20132014,8469466,Ales,Hemsky,71813,30,13,138,24
20132014,8469467,Chuck,Kobasew,22197,0,2,37,15
20132014,8469469,R.J.,Umberger,74886,17,18,139,28
20132014,8469470,Carlo,Colaiacovo,22729,3,1,18,18
20132014,8469473,Marcel,Goc,78743,15,11,126,39
20132014,8469476,Tim,Gleason,55882,5,1,43,65
20132014,8469483,David,Steckel,3902,0,0,8,0
20132014,8469485,Derek,Roy,64208,29,9,123,30
20132014,8469490,Tim,Jackman,15340,1,4,46,103
20132014,8469492,Fedor,Tyutin,92224,23,5,88,48
20132014,8469500,Michael,Cammalleri,75014,19,26,191,26
20132014,8469501,Chris,Thorburn,29542,9,2,26,65
20132014,8469506,Jason,Pominville,105707,37,32,258,16
20132014,8469508,Jay,McClement,71742,6,4,67,32
20132014,8469521,Tomas,Plekanec,116835,28,24,241,46
20132014,8469531,Jay,Harrison,67836,11,4,103,44
20132014,8469542,Stephane,Veilleux,18961,0,3,30,25
20132014,8469544,Patrick,Sharp,114111,49,39,373,46
20132014,8469547,Jordin,Tootoo,4610,1,0,11,5
20132014,8469555,Christian,Ehrhoff,113343,27,6,161,38
20132014,8469591,Cody,McCormick,29437,5,3,32,66
20132014,8469598,Kevin,Bieksa,103850,20,4,167,104
20132014,8469619,Dennis,Seidenberg,44549,9,1,53,10
20132014,8469622,Ryane,Clowe,41614,19,7,74,33
20132014,8469623,Marek,Zidlicky,105218,30,12,128,60
20132014,8469626,Andrew,Alberts,4431,0,0,5,0
20132014,8469638,Jussi,Jokinen,88566,39,28,203,28
20132014,8469639,Brooks,Laich,52790,7,8,75,16
20132014,8469664,David,Moss,69453,14,8,151,18
20132014,8469665,Johnny,Oduya,117854,18,5,100,46
20132014,8469707,PA,Parenteau,63449,21,15,127,32
20132014,8469752,Pascal,Pelletier,1610,0,0,1,0
20132014,8469759,Vernon,Fiddler,65771,19,7,121,61
20132014,8469760,Zbynek,Michalek,74262,8,2,78,24
20132014,8469770,Dennis,Wideman,62634,17,4,102,18
20132014,8469779,Keith,Aucoin,1597,0,0,1,0
20132014,8469798,Maxime,Fortunus,977,1,0,0,0
20132014,8469820,Zenon,Konopka,27970,2,1,21,88
20132014,8469992,Sheldon,Brookbank,43350,7,2,45,52
20132014,8470018,Matt,Ellis,28414,2,4,70,4
20132014,8470039,Tomas,Fleischmann,82179,20,8,188,22
20132014,8470041,Rick,Nash,92495,20,29,341,44
20132014,8470047,Valtteri,Filppula,95010,34,25,134,20
20132014,8470054,Keith,Ballard,38681,7,2,31,37
20132014,8470063,Adam,Burish,8658,0,0,9,6
20132014,8470065,Ryan,Craig,2528,0,0,4,0
20132014,8470085,Paul,Ranger,55407,8,6,59,36
20132014,8470104,Tom,Gilbert,93474,25,3,93,18
20132014,8470105,Scottie,Upshall,72604,22,15,161,73
20132014,8470110,Trevor,Daley,94295,19,11,126,54
20132014,8470120,Alexander,Semin,77648,20,22,210,42
20132014,8470121,Matt,Greene,53578,8,2,51,63
20132014,8470123,Cam,Janssen,7071,0,3,11,22
20132014,8470144,Frans,Nielsen,88020,33,25,167,8
20132014,8470151,Jay,Bouwmeester,127628,34,4,165,22
20132014,8470153,Pierre-Marc,Bouchard,23432,5,4,51,12
20132014,8470156,Joey,Crabb,7765,1,0,5,7
20132014,8470159,Boyd,Gordon,65511,13,8,80,20
20132014,8470162,Matt,Stajan,69455,19,14,70,42
20132014,8470169,Gregory,Campbell,66707,13,8,94,51
20132014,8470171,Max,Talbot,85728,19,8,133,49
20132014,8470176,Sean,Bergenheim,61401,13,16,190,40
20132014,8470180,Eric,Nystrom,70429,6,15,120,60
20132014,8470187,Johnny,Boychuk,111411,19,6,167,47
20132014,8470189,David,Van Der Gulik,681,0,0,3,0
20132014,8470201,Jiri,Hudler,84802,37,17,109,16
20132014,8470207,Joffrey,Lupul,76395,22,22,191,44
20132014,8470222,James,Wisniewski,110710,46,7,178,71
20132014,8470230,Daniel,Paille,52196,9,10,76,8
20132014,8470232,Kris,Newbury,1206,1,0,1,7
20132014,8470257,Alexander,Steen,91894,31,34,237,52
20132014,8470268,Denis,Grebeshkov,5750,1,0,3,2
20132014,8470274,Chris,Higgins,89738,22,17,216,30
20132014,8470280,Ben,Eager,3033,1,0,4,2
20132014,8470281,Duncan,Keith,148553,62,10,225,36
20132014,8470289,Jim,Slater,17222,1,1,24,8
20132014,8470302,Patrick,Dwyer,65928,14,8,134,14
20132014,8470309,Ryan,Whitney,7034,0,0,8,6
20132014,8470310,Aaron,Rome,20163,1,0,15,11
20132014,8470317,Nate,Guenin,77213,9,1,55,50
20132014,8470318,Jonathan,Ericsson,61190,10,1,66,34
20132014,8470324,Josh,Gorges,108032,15,1,39,18
20132014,8470358,Alexandre,Burrows,52385,10,5,104,71
20132014,8470366,Martin,St Pierre,593,0,0,0,0
20132014,8470378,Andre,Benoit,104746,22,7,119,32
20132014,8470543,Chris,Kunitz,104489,38,38,258,82
20132014,8470595,Eric,Staal,96162,40,21,230,74
20132014,8470596,Nathan,Horton,33389,14,4,48,24
20132014,8470598,Thomas,Vanek,105743,46,32,276,50
20132014,8470599,Milan,Michalek,86531,22,17,169,41
20132014,8470600,Ryan,Suter,167507,41,9,179,38
20132014,8470601,Braydon,Coburn,119322,15,5,132,67
20132014,8470602,Dion,Phaneuf,113109,23,8,145,144
20132014,8470604,Jeff,Carter,110356,38,37,329,48
20132014,8470606,Dustin,Brown,101517,20,21,259,88
20132014,8470607,Brent,Seabrook,131974,46,10,173,43
20132014,8470609,Steve,Bernier,58253,9,3,104,33
20132014,8470610,Zach,Parise,98087,37,33,294,36
20132014,8470611,Eric,Fehr,64601,18,13,137,32
20132014,8470612,Ryan,Getzlaf,113766,67,35,236,41
20132014,8470613,Brent,Burns,76970,27,24,278,57
20132014,8470614,Mark,Stuart,77149,11,2,73,101
20132014,8470616,Ryan,Kesler,100787,18,25,239,81
20132014,8470617,Mike,Richards,107778,37,14,200,45
20132014,8470619,Brian,Boyle,82743,17,9,167,75
20132014,8470621,Corey,Perry,110035,46,47,318,84
20132014,8470622,Patrick,Eaves,20267,3,2,53,2
20132014,8470626,Loui,Eriksson,73197,30,12,139,10
20132014,8470630,Kevin,Klein,99998,10,3,91,27
20132014,8470638,Patrice,Bergeron,100537,38,33,283,47
20132014,8470640,Matt,Carle,115202,29,3,120,28
20132014,8470642,Shea,Weber,127522,33,23,195,52
20132014,8470644,Colin,McDonald,52030,10,8,96,34
20132014,8470647,B.J.,Crombeen,34483,7,3,61,79
20132014,8470654,Maxim,Lapierre,53494,7,10,86,82
20132014,8470655,David,Backes,92418,31,27,172,121
20132014,8470662,Colin,Fraser,17797,2,0,22,30
20132014,8470666,Daniel,Carcillo,35949,1,6,55,122
20132014,8470667,Clarke,MacArthur,83583,31,24,159,78
20132014,8470685,Alexander,Sulzer,27188,2,0,21,8
20132014,8470699,Jan,Hejda,113571,11,6,81,46
20132014,8470713,Paul,Bissonnette,11108,6,2,25,53
20132014,8470714,Corey,Potter,16717,5,0,18,21
20132014,8470724,Kyle,Quincey,108786,9,4,115,90
20132014,8470729,Tyson,Strachan,18715,2,0,7,28
20132014,8470740,Lee,Stempniak,92605,23,14,200,38
20132014,8470750,John,Mitchell,73222,21,11,107,36
20132014,8470755,Brad,Richardson,65268,12,11,85,39
20132014,8470760,Marc,Methot,97902,17,6,117,28
20132014,8470775,Nate,Thompson,65304,7,9,109,27
20132014,8470778,Drew,Miller,73926,9,7,119,21
20132014,8470794,Joe,Pavelski,106292,42,43,252,34
20132014,8470803,Kyle,Brodziak,88370,19,11,130,63
20132014,8470816,Jay,Rosehill,10082,0,2,14,90
20132014,8470828,Toby,Enstrom,117580,20,10,106,56
20132014,8470834,Dustin,Byfuglien,108042,36,20,256,86
20132014,8470839,Shane,O'Brien,30404,3,0,16,58
20132014,8470852,Matt,Moulson,89861,30,24,197,38
20132014,8470854,Tanner,Glass,52104,9,4,66,94
20132014,8470867,Troy,Bodie,24345,7,3,50,26
20132014,8470871,Chris,Porter,18097,3,1,39,0
20132014,8470877,David,Jones,44524,8,9,104,10
20132014,8470886,Clayton,Stoner,59953,6,2,61,110
20132014,8470920,David,Clarkson,54366,6,5,102,93
20132014,8470966,Mark,Giordano,96898,33,14,180,63
20132014,8471185,Curtis,Glencross,40166,12,12,77,12
20132014,8471208,Dustin,Penner,58164,21,14,119,30
20132014,8471214,Alex,Ovechkin,96152,28,51,386,48
20132014,8471215,Evgeni,Malkin,88607,57,29,231,70
20132014,8471217,Andrew,Ladd,92317,31,23,189,57
20132014,8471218,Blake,Wheeler,91948,41,28,225,63
20132014,8471220,Rostislav,Olesz,6852,2,0,9,0
20132014,8471222,Ladislav,Smid,79407,6,2,41,78
20132014,8471226,Drew,Stafford,78294,18,16,185,39
20132014,8471231,Kyle,Chipchura,46647,15,5,46,45
20132014,8471232,Lauri,Korpikoski,61736,16,9,109,24
20132014,8471233,Travis,Zajac,97492,30,18,165,28
20132014,8471236,Andrej,Meszaros,59709,17,7,89,42
20132014,8471240,Jeff,Schultz,7919,0,0,2,0
20132014,8471241,Mark,Fistric,35455,4,1,26,34
20132014,8471242,Mike,Green,95465,29,9,172,64
20132014,8471245,Dave,Bolland,19963,4,8,33,24
20132014,8471254,Bryan,Bickell,58733,7,18,137,36
20132014,8471260,Blake,Comeau,48405,11,5,114,46
20132014,8471262,Carl,Soderberg,73746,37,17,154,38
20132014,8471266,David,Booth,53356,10,9,117,18
20132014,8471269,Nicklas,Grossmann,93387,13,1,72,57
20132014,8471273,Brandon,Dubinsky,93074,39,17,212,104
20132014,8471274,Alex,Goligoski,128425,39,7,149,36
20132014,8471276,David,Krejci,106802,54,19,194,32
20132014,8471280,Nick,Johnson,5240,0,0,10,0
20132014,8471283,Brandon,Prust,49539,9,6,60,153
20132014,8471284,Andrej,Sekera,105132,33,11,142,20
20132014,8471296,Alexei,Emelin,88284,16,3,73,63
20132014,8471299,Peter,Regin,45346,7,4,73,20
20132014,8471303,Alexander,Edler,88023,15,7,178,50
20132014,8471309,Johan,Franzen,62876,27,16,163,42
20132014,8471311,Tyler,Kennedy,51137,13,4,143,34
20132014,8471323,Ryan,Jones,30704,4,2,59,40
20132014,8471326,Patrick,Bordeleau,36288,5,6,39,125
20132014,8471331,Kevin,Porter,8370,1,0,3,2
20132014,8471338,Torrey,Mitchell,43719,8,2,56,25
20132014,8471339,Ryan,Callahan,77696,19,17,168,24
20132014,8471346,Kris,Versteeg,81028,26,13,173,40
20132014,8471348,Nikita,Nikitin,72678,13,2,103,20
20132014,8471352,Jake,Dowell,429,0,0,1,0
20132014,8471362,Mikhail,Grabovski,54817,22,13,81,26
20132014,8471371,Mike,Brown,26530,4,3,49,120
20132014,8471385,Adam,Pardy,51915,6,0,47,38
20132014,8471388,Patrick,Kaleta,2503,0,0,0,5
20132014,8471390,Mike,Santorelli,54580,18,10,91,6
20132014,8471392,Roman,Polak,81602,10,4,88,75
20132014,8471426,Troy,Brouwer,92739,18,25,161,92
20132014,8471428,Pierre-Luc,Letourneau-Leblond,274,0,0,1,0
20132014,8471436,Matt,Hunwick,1047,0,0,1,0
20132014,8471450,Brandon,Yip,825,0,0,1,0
20132014,8471474,Travis,Morin,2479,1,0,4,0
20132014,8471476,Daniel,Winnik,77525,25,6,126,25
20132014,8471482,Grant,Clitsome,37991,10,2,42,18
20132014,8471490,Adam,Cracknell,13143,2,1,22,2
20132014,8471498,Jannik,Hansen,66734,9,11,112,43
20132014,8471504,Rene,Bourque,68577,10,17,169,59
20132014,8471514,Rich,Peverley,57235,23,7,122,15
20132014,8471636,Tim,Sestito,8733,3,0,13,2
20132014,8471657,Cody,McLeod,48547,8,6,87,144
20132014,8471663,Mike,Blunden,2576,0,0,2,5
20132014,8471664,Mason,Raymond,85330,26,19,178,22
20132014,8471669,Paul,Stastny,87684,40,30,163,26
20132014,8471675,Sidney,Crosby,122093,76,37,297,50
20132014,8471676,Bobby,Ryan,70850,25,23,190,45
20132014,8471677,Jack,Johnson,131986,32,8,161,52
20132014,8471678,Benoit,Pouliot,88066,26,20,181,82
20132014,8471680,Gilbert,Brule,2080,0,0,3,2
20132014,8471681,Jack,Skille,12280,1,4,31,6
20132014,8471682,Devin,Setoguchi,67743,16,11,129,22
20132014,8471685,Anze,Kopitar,135869,62,34,246,38
20132014,8471686,Marc,Staal,121418,15,4,119,30
20132014,8471691,Martin,Hanzal,72859,25,15,169,73
20132014,8471693,Jakub,Kindl,72375,17,2,101,26
20132014,8471698,T.J.,Oshie,97294,39,23,164,44
20132014,8471699,Andrew,Cogliano,87355,27,22,174,34
20132014,8471700,Matt,Pelech,1414,0,1,3,22
20132014,8471702,Matt,Niskanen,119004,43,12,186,59
20132014,8471703,Steve,Downie,52461,20,4,88,106
20132014,8471707,James,Neal,79692,36,29,287,79
20132014,8471708,Ryan,Stoa,1635,0,0,2,0
20132014,8471709,Marc-Edouard,Vlasic,105771,21,6,148,38
20132014,8471716,Justin,Abdelkader,68933,20,10,154,37
20132014,8471717,Adam,McQuaid,28886,5,1,25,69
20132014,8471718,Marc-Andre,Cliche,54189,6,1,71,19
20132014,8471719,Matt,Kassian,8787,1,1,12,63
20132014,8471724,Kris,Letang,72654,15,13,137,30
20132014,8471729,Kris,Russell,94389,22,7,109,15
20132014,8471733,Rich,Clune,29432,4,3,29,166
20132014,8471735,Keith,Yandle,118799,45,8,241,63
20132014,8471742,Cody,Franson,98056,28,5,115,30
20132014,8471743,Vladimir,Sobotka,68912,27,9,115,76
20132014,8471748,Mark,Fraser,38734,1,1,11,76
20132014,8471760,Cody,Bass,163,0,0,0,5
20132014,8471761,Chris,Butler,99708,14,2,83,39
20132014,8471762,Chris,VandeVelde,8347,1,0,8,6
20132014,8471766,Jared,Boll,13603,1,1,12,62
20132014,8471767,Blair,Jones,9556,0,2,14,21
20132014,8471768,Tom,Pyatt,19042,4,3,27,4
20132014,8471769,Niklas,Hjalmarsson,129594,26,4,107,48
20132014,8471794,Darren,Helm,42789,9,12,97,14
20132014,8471804,Nathan,Gerbe,79710,15,16,221,36
20132014,8471816,Mark,Fayne,79105,7,4,88,30
20132014,8471817,Ryan,Reaves,34423,6,2,26,132
20132014,8471832,Nick,Drazenovic,618,0,0,3,2
20132014,8471840,Brett,Sutter,7712,1,1,16,9
20132014,8471842,Tim,Kennedy,26108,6,2,42,4
20132014,8471851,Matt,D'Agostini,50794,7,5,110,26
20132014,8471856,Joe,Vitale,42147,13,1,55,33
20132014,8471862,Colin,Greening,62670,11,6,108,41
20132014,8471873,Anton,Stralman,125916,17,1,122,30
20132014,8471887,Patric,Hornqvist,76875,31,22,248,28
20132014,8471956,Andrew,Desjardins,58455,16,3,98,117
20132014,8471958,Dan,Girardi,148831,25,6,119,26
20132014,8471976,David,Desharnais,100577,42,18,122,30
20132014,8471996,Bracken,Kearns,19789,2,3,37,6
20132014,8472368,Chris,Conner,13415,1,4,17,2
20132014,8472382,Andy,Greene,120925,24,8,134,32
20132014,8472394,Peter,Harrold,36961,4,0,32,14
20132014,8472410,Stephen,Gionta,49346,7,4,89,18
20132014,8472424,Ryan,Hamilton,1203,0,0,0,0
20132014,8473412,Bryan,Little,98418,41,23,170,58
20132014,8473419,Brad,Marchand,91159,33,25,177,82
20132014,8473422,Nick,Foligno,71030,21,20,114,100
20132014,8473426,Mike,Weber,72694,8,1,47,73
20132014,8473432,Derek,Dorsett,46819,5,4,87,147
20132014,8473446,Erik,Johnson,121442,31,10,170,63
20132014,8473449,Kyle,Okposo,87046,42,27,195,51
20132014,8473453,Trevor,Lewis,77795,6,10,149,12
20132014,8473465,Jamie,McGinn,82059,22,21,186,32
20132014,8473466,Ryan,White,30229,4,2,51,50
20132014,8473468,Eric,Gryba,59922,9,2,57,64
20132014,8473473,Milan,Lucic,96685,38,28,179,95
20132014,8473482,Jiri,Tlusty,61890,14,16,131,22
20132014,8473485,Chris,Stewart,51739,11,15,110,118
20132014,8473492,Matt,Beleskey,45404,17,11,125,72
20132014,8473504,Cal,Clutterbuck,62772,7,12,172,50
20132014,8473505,Peter,LeBlanc,566,0,0,0,0
20132014,8473507,Jeff,Petry,103607,10,7,96,42
20132014,8473512,Claude,Giroux,108684,62,30,239,48
20132014,8473514,Jesse,Joensuu,23490,2,3,41,16
20132014,8473533,Jordan,Staal,93233,25,15,165,34
20132014,8473534,Patrik,Berglund,79307,18,14,153,38
20132014,8473536,James,Sheppard,54096,20,6,94,41
20132014,8473537,Viktor,Stalberg,52852,10,8,114,32
20132014,8473542,Tom,Sestito,29832,4,5,31,213
20132014,8473544,Derick,Brassard,98551,33,24,204,54
20132014,8473546,Michael,Grabner,54502,14,12,137,12
20132014,8473548,Phil,Kessel,101678,43,37,305,27
20132014,8473558,Cory,Emmerton,9669,2,0,22,4
20132014,8473562,John,McCarthy,23883,1,1,49,4
20132014,8473563,Nicklas,Backstrom,97426,61,18,196,54
20132014,8473564,Michael,Frolik,81031,27,15,189,12
20132014,8473565,Brian,Strait,50631,6,3,40,14
20132014,8473571,Jamie,McBain,83488,11,6,98,14
20132014,8473573,Artem,Anisimov,86946,19,23,178,24
20132014,8473574,Shawn,Matthias,60125,11,12,127,26
20132014,8473579,Nikolay,Kulemin,68106,11,9,81,24
20132014,8473584,Andrew,MacDonald,130667,25,5,98,58
20132014,8473588,Erik,Condra,53118,10,6,85,30
20132014,8473589,Chris,Summers,16116,1,2,17,15
20132014,8473600,Benn,Ferriero,523,0,0,0,0
20132014,8473604,Jonathan,Toews,118078,48,37,226,42
20132014,8473618,Mathieu,Perreault,65730,28,20,135,54
20132014,8473646,Ryan,Carter,42143,3,7,69,35
20132014,8473658,Victor,Bartley,46093,5,1,21,23
20132014,8473673,David,Schlemko,47224,8,1,61,18
20132014,8473682,Andrew,Ebbett,5967,1,0,9,0
20132014,8473700,Ryan,Wilson,28349,8,0,24,14
20132014,8473712,Frazer,McLaren,6490,0,0,4,77
20132014,8473722,John,Scott,22696,0,1,16,125
20132014,8473908,Kevin,Westgarth,18701,3,4,31,68
20132014,8473911,Steven,Pinizzotto,3472,2,0,2,15
20132014,8473914,Mark,Letestu,78343,23,13,138,20
20132014,8473921,Joe,Piskula,1461,0,0,2,0
20132014,8473927,Brad,Mills,1859,0,0,2,0
20132014,8473932,Darroll,Powe,513,0,0,0,0
20132014,8473933,Ben,Lovejoy,106096,13,7,120,47
20132014,8473942,Trevor,Smith,17425,5,4,24,4
20132014,8473953,Derek,Smith,8006,1,0,12,2
20132014,8473962,Teddy,Purcell,83753,30,13,166,14
20132014,8473970,Rob,Klinkhammer,49108,9,11,103,19
20132014,8473986,Alex,Killorn,87034,25,18,189,67
20132014,8473989,Luke,Gazdic,23320,2,2,30,127
20132014,8473991,Karl,Alzner,101033,16,2,95,26
20132014,8473992,Justin,Falk,15034,2,0,10,20
20132014,8473994,Jamie,Benn,100697,46,38,295,68
20132014,8474001,TJ,Galiardi,54351,13,4,100,21
20132014,8474005,Alex,Grant,1461,0,2,2,2
20132014,8474008,Paul,Carey,5311,0,0,6,0
20132014,8474009,Nick,Bonino,88815,31,26,181,30
20132014,8474012,John,Albert,2761,0,1,5,0
20132014,8474013,Ian,Cole,41632,8,3,45,31
20132014,8474025,Eric,Tangradi,28526,3,3,52,21
20132014,8474027,Justin,Braun,111822,14,5,128,27
20132014,8474030,Aaron,Palushaj,1119,0,0,2,0
20132014,8474031,Kevin,Shattenkirk,109200,39,11,210,40
20132014,8474034,Patrick,Maroon,55994,23,13,114,139
20132014,8474037,James,van Riemsdyk,101071,31,30,279,50
20132014,8474038,Paul,Byron,40729,14,7,46,27
20132014,8474040,Sam,Gagner,73874,27,10,143,41
20132014,8474048,Keith,Aulie,9583,1,0,6,9
20132014,8474052,Chris,Terry,7249,2,0,13,0
20132014,8474053,Logan,Couture,81669,33,24,251,27
20132014,8474056,P.K.,Subban,149095,52,15,254,105
20132014,8474059,Linus,Omark,10504,2,0,10,6
20132014,8474061,Anthony,Peluso,18364,3,2,24,65
20132014,8474062,Riley,Nash,55492,14,10,86,29
20132014,8474066,Thomas,Hickey,92836,18,4,96,34
20132014,8474068,Kyle,Turris,92147,32,26,215,39
20132014,8474074,Paul,Postma,19357,2,1,19,8
20132014,8474077,Carson,McMillan,486,0,0,0,0
20132014,8474089,Brad,Malone,15113,2,3,20,25
20132014,8474090,Brendan,Smith,84219,14,5,97,76
20132014,8474091,Brandon,Sutter,89024,15,18,172,14
20132014,8474094,Matt,Halischuk,31286,5,5,56,6
20132014,8474095,Dana,Tyrell,3879,0,0,4,4
20132014,8474096,Nick,Spaling,68245,19,13,85,14
20132014,8474098,Colton,Sceviour,28623,6,9,81,4
20132014,8474100,Dwight,King,92802,23,18,143,38
20132014,8474102,David,Perron,89508,29,28,220,90
20132014,8474125,Carl,Gunnarsson,93167,14,3,48,34
20132014,8474130,Corey,Tropp,29174,9,2,36,37
20132014,8474134,Yannick,Weber,35033,4,6,70,16
20132014,8474135,Brett,Bellemore,67093,6,2,54,45
20132014,8474137,Drayson,Bowman,43496,8,4,80,16
20132014,8474138,Dustin,Jeffrey,19525,2,2,30,2
20132014,8474141,Patrick,Kane,105555,52,37,285,30
20132014,8474145,Robert,Bortuzzo,56503,11,0,63,78
20132014,8474150,Mikael,Backlund,84521,21,18,178,32
20132014,8474151,Ryan,McDonagh,154869,42,18,223,44
20132014,8474157,Max,Pacioretty,100693,27,44,325,43
20132014,8474161,Jakub,Voracek,92015,41,25,249,26
20132014,8474162,Jake,Muzzin,123275,25,11,223,66
20132014,8474164,Jonathon,Blum,10498,1,0,11,0
20132014,8474166,Alec,Martinez,83326,16,16,117,26
20132014,8474168,Joakim,Andersson,54425,9,8,78,12
20132014,8474176,Carl,Hagelin,91055,21,24,200,60
20132014,8474184,Keaton,Ellerby,42561,4,2,33,2
20132014,8474189,Lars,Eller,90529,22,17,160,86
20132014,8474190,Wayne,Simmonds,88974,32,33,225,126
20132014,8474192,Matt,Frattin,31712,5,2,61,11
20132014,8474201,Pierre-Cedric,Labrie,5363,0,0,2,20
20132014,8474207,Nick,Holden,69838,16,13,78,30
20132014,8474218,Jason,Demers,96078,30,5,115,42
20132014,8474236,Brett,Gallant,1652,0,0,3,17
20132014,8474250,Zack,Smith,76416,9,13,154,111
20132014,8474291,Jay,Beagle,41832,5,4,60,28
20132014,8474497,Michael,Kostka,28963,9,4,50,8
20132014,8474498,Jesse,Winchester,39740,9,9,100,38
20132014,8474519,Jack,Hillen,14251,1,0,12,4
20132014,8474520,Jason,Garrison,101558,26,7,181,57
20132014,8474535,Chris,Mueller,6547,0,0,10,2
20132014,8474551,Ville,Leino,50231,15,0,38,10
20132014,8474563,Drew,Doughty,165188,40,15,237,94
20132014,8474564,Steven,Stamkos,50193,17,27,138,24
20132014,8474565,Alex,Pietrangelo,134134,45,9,177,32
20132014,8474567,Zach,Bogosian,75601,8,3,134,48
20132014,8474568,Luke,Schenn,85689,8,5,90,58
20132014,8474569,Colin,Wilson,73950,22,11,112,21
20132014,8474570,Cody,Hodgson,78377,24,20,182,20
20132014,8474571,Mikkel,Boedker,85685,32,19,166,20
20132014,8474573,Josh,Bailey,73187,30,8,98,26
20132014,8474574,Tyler,Myers,81463,13,9,99,58
20132014,8474576,Zach,Boychuk,6731,3,1,15,0
